order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDB07075,2018-08-31,15:56:37,Lunch,TP,"[('Burger', 2), ('Fries', 4), ('Chicken', 7), ('Salad', 5)]",420.0,-37.8034359,144.9627121,0,9.399,12.781945
ORDC07328,2018-11-20,18:38:52,Dinner,NS,"[('Salmon', 5), ('Fish&Chips', 1), ('Pasta', 10)]",515.0,-37.8263746,145.0182076,0,12.272,17.920383
ORDA00225,2018-11-27,18:59:09,Dinner,BK,"[('Shrimp', 5), ('Pasta', 4), ('Salmon', 9), ('Fish&Chips', 6)]",959.0,-37.8163067,145.0135038,0,3.976,10.9617806
ORDC04181,2018-12-22,19:49:51,Dinner,NS,"[('Salmon', 6), ('Pasta', 3)]",328.5,-37.811807,144.9734053,0,7.502,15.7267465
ORDX08116,2018-02-11,09:21:07,Breakfast,BK,"[('Eggs', 6), ('Coffee', 9), ('Cereal', 5), ('Pancake', 9)]",522.75,-37.8142357,144.9689268,0,7.312,14.7327447
ORDX09321,2018-11-12,18:28:43,Dinner,BK,"[('Salmon', 6), ('Shrimp', 6), ('Pasta', 7), ('Fish&Chips', 6)]",972.5,-37.816547,144.9703239,0,7.141,13.7171322
ORDK02293,2018-08-13,15:26:11,Lunch,BK,"[('Steak', 1), ('Fries', 3), ('Burger', 8), ('Salad', 6)]",432.2,-37.8127235,144.9361177,0,10.54,16.4590742
ORDI09752,2018-03-08,10:11:49,Breakfast,NS,"[('Eggs', 6), ('Pancake', 10), ('Coffee', 9)]",442.0,-37.8079064,144.9730355,0,7.082,11.7431524
ORDK10641,2018-10-04,17:07:36,Dinner,BK,"[('Fish&Chips', 3), ('Salmon', 5), ('Shrimp', 4), ('Pasta', 2)]",581.0,-37.8087757,144.9420776,0,9.792,16.6894375
ORDZ02933,2018-04-30,11:53:14,Breakfast,NS,"[('Eggs', 6), ('Pancake', 3)]",204.75,-37.8007455,144.9568467,0,7.432,12.4242683
ORDZ02823,2018-11-09,18:18:35,Dinner,NS,"[('Salmon', 9), ('Shrimp', 1), ('Fish&Chips', 4)]",563.0,-37.8147184,144.950696,0,8.917,14.215927
ORDX06983,2018-12-31,20:00:00,Dinner,BK,"[('Pasta', 5), ('Shrimp', 8), ('Fish&Chips', 6), ('Salmon', 7)]",1066.5,-37.8041843,144.9585476,0,7.914,15.0028959
ORDZ05388,2018-08-08,15:16:03,Lunch,NS,"[('Fries', 9), ('Salad', 7), ('Steak', 5), ('Chicken', 8)]",709.4,-37.8002121,144.9731023,0,6.41,17.629433549999998
ORDK08009,2018-04-14,11:22:49,Breakfast,BK,"[('Eggs', 4), ('Coffee', 7)]",140.5,-37.817935,144.9939182,0,5.322,12.5891696
ORDK01394,2018-03-05,10:01:41,Breakfast,BK,"[('Cereal', 3), ('Eggs', 1), ('Pancake', 5)]",206.25,-37.8167434,144.9609532,0,8.077,13.3606458
ORDA05676,2018-05-18,12:33:48,Lunch,BK,"[('Salad', 9), ('Burger', 10), ('Steak', 6)]",734.8,-37.8149007,144.9450232,0,9.158,15.1738344
ORDC06702,2018-05-12,12:13:31,Lunch,NS,"[('Salad', 2), ('Fries', 8), ('Burger', 2)]",192.4,-37.8022824,144.9622235,0,7.018,14.7877728
ORDI04940,2018-06-22,13:34:38,Lunch,NS,"[('Salad', 8), ('Burger', 10), ('Chicken', 1)]",479.6,-37.8102974,144.9611848,0,7.656,13.1869643
ORDC09886,2018-11-07,18:18:35,Dinner,NS,"[('Shrimp', 5), ('Salmon', 7), ('Pasta', 7)]",749.5,-37.816078,144.9641487,0,8.249,13.707024
ORDK06421,2018-12-10,19:19:26,Dinner,BK,"[('Shrimp', 5), ('Salmon', 1), ('Pasta', 8)]",531.0,-37.823947,144.9543146,0,8.923,16.0089563
ORDA08245,2018-05-31,12:54:05,Lunch,BK,"[('Chicken', 10), ('Burger', 7), ('Steak', 9)]",942.0,-37.7995078,144.959721,0,8.377,14.2565719
ORDI08192,2018-10-08,17:17:44,Dinner,NS,"[('Pasta', 9), ('Salmon', 5), ('Shrimp', 5)]",722.5,-37.8156402,144.958311,0,8.515,14.4129717
ORDC01960,2018-11-11,18:28:43,Dinner,NS,"[('Shrimp', 7), ('Fish&Chips', 8)]",658.0,-37.8030898,144.9612977,0,7.192,15.2545896
ORDB08387,2018-02-03,09:00:50,Breakfast,TP,"[('Eggs', 5), ('Cereal', 7), ('Pancake', 9)]",475.25,-37.818502,144.9952042,0,10.203,13.7933256
ORDX04079,2018-05-27,12:43:56,Lunch,BK,"[('Fries', 4), ('Steak', 10), ('Chicken', 1), ('Salad', 7), ('Burger', 1)]",681.4,-37.8253,144.9366512,0,10.663,19.0426497
ORDZ02341,2018-06-30,13:54:55,Lunch,NS,"[('Fries', 7), ('Salad', 6), ('Burger', 1), ('Chicken', 4), ('Steak', 4)]",526.2,-37.8056197,144.9537607,0,8.143,15.1268125
ORDY09234,2018-09-08,16:16:54,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 2)]",458.0,-37.8189857,144.9738619,0,8.188,14.0360726
ORDX09777,2018-08-08,15:16:03,Lunch,BK,"[('Fries', 7), ('Steak', 3), ('Burger', 6)]",405.0,-37.8113191,144.9476235,0,10.513,16.0599841
ORDA00863,2018-05-25,12:43:56,Lunch,BK,"[('Steak', 7), ('Burger', 3)]",408.0,-37.8166164,144.94918,0,9.122,14.9604072
ORDB08566,2018-01-01,08:00:00,Breakfast,TP,"[('Coffee', 10), ('Cereal', 3)]",138.0,-37.8183025,144.9476864,1,9.124,5.6422787
ORDB09503,2018-08-03,15:05:54,Lunch,TP,"[('Chicken', 1), ('Steak', 9), ('Fries', 1), ('Burger', 1), ('Salad', 6)]",583.2,-37.8143541,144.9880983,0,9.727,12.8800859
ORDZ08078,2018-04-27,11:53:14,Breakfast,NS,"[('Eggs', 7), ('Pancake', 10), ('Coffee', 8), ('Cereal', 10)]",666.5,-37.8101638,144.9668186,0,7.334,12.5739327
ORDB08897,2018-04-17,11:22:49,Breakfast,TP,"[('Coffee', 6), ('Cereal', 5), ('Eggs', 5)]",260.0,-37.8122866,144.95142,0,9.181,11.7563657
ORDJ00320,2018-06-08,13:14:21,Lunch,TP,"[('Steak', 5), ('Chicken', 1), ('Fries', 1)]",269.0,-37.8182341,144.9474408,0,9.228,12.421563
ORDJ04064,2018-02-25,09:41:24,Breakfast,TP,"[('Pancake', 7), ('Eggs', 3), ('Coffee', 2), ('Cereal', 3)]",313.75,-37.8226164,144.9839202,0,9.282,13.5376324
ORDA10794,2018-08-06,15:05:54,Lunch,BK,"[('Chicken', 10), ('Steak', 8), ('Burger', 7), ('Salad', 6)]",1000.2,-37.811975,144.965722,0,7.447,13.2476579
ORDI04719,2018-03-17,10:21:58,Breakfast,NS,"[('Cereal', 9), ('Eggs', 6)]",321.0,-37.8234763,144.9880274,0,9.451,24.938917500000002
ORDY04768,2018-10-25,17:48:10,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 8), ('Salmon', 4)]",629.0,-37.8056014,144.9711765,0,9.464,13.509632
ORDY07162,2018-07-11,14:15:12,Lunch,TP,"[('Fries', 9), ('Steak', 9), ('Burger', 2), ('Salad', 6)]",678.2,-37.8167041,145.007284,0,11.44,14.6172629
ORDK04795,2018-07-29,14:55:46,Lunch,BK,"[('Burger', 6), ('Steak', 6)]",456.0,-37.8136041,144.9657232,0,7.5,16.2374983
ORDY06467,2018-06-16,13:24:30,Lunch,TP,"[('Burger', 10), ('Chicken', 1), ('Steak', 3), ('Salad', 9), ('Fries', 3)]",667.8,-37.8140584,144.9538733,0,8.839,14.303351
ORDZ09795,2018-10-14,17:27:53,Dinner,NS,"[('Fish&Chips', 4), ('Shrimp', 9), ('Pasta', 1), ('Salmon', 1)]",694.5,-37.8049963,144.9716078,0,6.939,15.1068317
ORDX06941,2018-04-17,11:32:57,Breakfast,BK,"[('Coffee', 5), ('Cereal', 3), ('Eggs', 4), ('Pancake', 3)]",261.25,-37.8038008,144.9875014,0,5.789,11.0797039
ORDB07006,2018-03-08,10:11:49,Breakfast,TP,"[('Cereal', 3), ('Eggs', 1), ('Coffee', 9), ('Pancake', 9)]",370.75,-37.8081163,144.9733339,0,9.228,12.0563819
ORDA09372,2018-12-24,19:49:51,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 10)]",480.0,-37.8206681,144.9461856,0,9.509,17.0615295
ORDK01598,2018-01-07,08:10:08,Breakfast,BK,"[('Coffee', 8), ('Cereal', 1), ('Eggs', 7), ('Pancake', 2)]",283.5,-37.8125054,144.9375284,1,10.238,8.6384467
ORDX04201,2018-03-23,10:32:06,Breakfast,BK,"[('Cereal', 8), ('Pancake', 10), ('Eggs', 8)]",586.5,-37.8238631,144.9816201,0,6.952,11.9148191
ORDK03691,2018-11-25,18:49:00,Dinner,BK,"[('Salmon', 4), ('Fish&Chips', 1)]",199.0,-37.8200044,144.9813425,0,6.664,16.1151307
ORDX06364,2018-01-30,08:50:42,Breakfast,BK,"[('Coffee', 9), ('Cereal', 6)]",193.5,-37.7972646,144.9313349,0,11.365,16.2565676
ORDK08627,2018-03-29,10:52:23,Breakfast,BK,"[('Pancake', 8), ('Eggs', 5), ('Cereal', 4)]",388.0,-37.8018895,144.9572637,0,8.188,12.8641096
ORDC10339,2018-12-12,19:29:34,Dinner,NS,"[('Salmon', 5), ('Pasta', 1)]",232.5,-37.8209552,144.9569539,0,9.313,14.9733231
ORDK03770,2018-10-06,17:17:44,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 9), ('Shrimp', 3), ('Pasta', 2)]",796.0,-37.8116974,144.9832675,0,5.794,15.5225594
ORDX06077,2018-02-22,09:41:24,Breakfast,BK,"[('Coffee', 6), ('Cereal', 5), ('Eggs', 6), ('Pancake', 7)]",451.75,-37.8124411,145.0033831,0,3.973,8.5545667
ORDA07893,2018-10-24,17:48:10,Dinner,BK,"[('Shrimp', 3), ('Pasta', 4), ('Salmon', 9)]",641.0,-37.8201591,144.9669414,0,7.847,14.7175783
ORDX01303,2018-04-28,11:53:14,Breakfast,BK,"[('Pancake', 6), ('Eggs', 5)]",255.5,-37.8230646,144.968504,0,8.079,15.6140018
ORDX09635,2018-09-17,16:37:10,Dinner,BK,"[('Shrimp', 7), ('Fish&Chips', 5), ('Salmon', 3)]",676.0,-37.8202311,144.9699743,0,7.783,14.7612692
ORDI09716,2018-10-07,17:17:44,Dinner,NS,"[('Shrimp', 2), ('Pasta', 10), ('Salmon', 9)]",752.0,-37.8022208,144.9656789,0,6.683,14.3617958
ORDZ02516,2018-04-28,11:53:14,Breakfast,NS,"[('Coffee', 8), ('Pancake', 9)]",278.25,-37.8214426,144.9573199,0,9.337,16.2877794
ORDZ10812,2018-04-17,11:22:49,Breakfast,NS,"[('Coffee', 10), ('Cereal', 4), ('Pancake', 5), ('Eggs', 5)]",390.25,-37.8056684,144.9734148,0,6.827,12.1418902
ORDA08178,2018-02-21,09:41:24,Breakfast,BK,"[('Cereal', 8), ('Pancake', 3), ('Coffee', 6)]",285.75,-37.8067428,144.9322051,0,10.39,15.3816583
ORDY02371,2018-12-30,20:00:00,Dinner,TP,"[('Pasta', 3), ('Shrimp', 5), ('Salmon', 3)]",475.5,-37.8158381,144.9372559,0,10.441,15.6453625
ORDZ04136,2018-07-13,14:25:21,Lunch,NS,"[('Chicken', 5), ('Salad', 4), ('Burger', 2)]",290.8,-37.816173,145.0074038,0,10.645,15.8817595
ORDC03885,2018-12-21,19:39:43,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 1)]",117.0,-37.8055068,144.955431,0,7.972,13.7361464
ORDC04569,2018-08-17,15:36:20,Lunch,NS,"[('Salad', 1), ('Fries', 4)]",65.2,-37.8116151,144.9456443,0,9.94,15.3068542
ORDI06880,2018-05-16,12:23:39,Lunch,NS,"[('Chicken', 6), ('Fries', 6), ('Steak', 6), ('Salad', 4), ('Burger', 2)]",664.8,-37.8085144,144.9633585,0,7.491,13.0316818
ORDB05692,2018-09-21,16:37:10,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 3)]",473.0,-37.8120653,144.9465208,0,9.803,13.572036
ORDB00675,2018-06-09,13:14:21,Lunch,TP,"[('Fries', 8), ('Salad', 3), ('Steak', 7), ('Chicken', 5), ('Burger', 5)]",777.6,-37.8200867,144.9584,0,7.864,12.7340055
ORDI05848,2018-12-14,19:29:34,Dinner,NS,"[('Salmon', 2), ('Shrimp', 4), ('Pasta', 7)]",490.5,-37.8132668,144.9586428,0,8.154,13.6731651
ORDY08622,2018-06-20,13:34:38,Lunch,TP,"[('Fries', 2), ('Steak', 9), ('Burger', 9), ('Chicken', 3)]",804.0,-37.805888,144.9561775,0,9.269,13.0739836
ORDY02676,2018-12-21,19:39:43,Dinner,TP,"[('Pasta', 7), ('Fish&Chips', 4), ('Salmon', 8)]",660.5,-37.8150056,144.932818,0,11.107,14.8636458
ORDC10001,2018-02-10,09:10:59,Breakfast,NS,"[('Pancake', 3), ('Coffee', 3), ('Eggs', 4)]",183.25,-37.8064308,144.9595923,0,7.649,14.6636463
ORDZ09090,2018-04-14,11:22:49,Breakfast,NS,"[('Eggs', 2), ('Pancake', 8), ('Cereal', 2), ('Coffee', 5)]",317.5,-37.8046538,144.945257,0,8.827,15.8666767
ORDX02241,2018-05-13,12:23:39,Lunch,BK,"[('Fries', 5), ('Steak', 3)]",195.0,-37.8083042,144.9600796,0,7.731,15.8932458
ORDA10369,2018-05-12,12:13:31,Lunch,BK,"[('Steak', 4), ('Burger', 6), ('Chicken', 3)]",462.0,-37.8006369,144.9577689,0,8.272,16.8041958
ORDX07041,2018-07-11,14:15:12,Lunch,BK,"[('Fries', 8), ('Salad', 3), ('Steak', 10), ('Burger', 9)]",876.6,-37.8151832,144.9713804,0,7.04,12.9097742
ORDY08851,2018-08-31,15:56:37,Lunch,TP,"[('Steak', 7), ('Fries', 6), ('Chicken', 1), ('Burger', 5), ('Salad', 5)]",660.0,-37.8078691,144.9615966,0,8.838,12.2935379
ORDI08161,2018-02-15,09:31:16,Breakfast,NS,"[('Cereal', 6), ('Coffee', 9), ('Eggs', 8), ('Pancake', 2)]",418.0,-37.8082869,144.9836428,0,7.929,13.0509638
ORDA04026,2018-07-04,14:05:04,Lunch,BK,"[('Chicken', 9), ('Fries', 8), ('Burger', 1), ('Salad', 7)]",535.4,-37.8237402,144.9353131,0,10.641,16.8602284
ORDI08640,2018-09-04,16:06:45,Dinner,NS,"[('Salmon', 9), ('Shrimp', 2)]",477.0,-37.8108866,144.9607088,0,7.751,13.620716
ORDI02771,2018-11-22,18:49:00,Dinner,NS,"[('Salmon', 3), ('Fish&Chips', 8)]",403.0,-37.8135187,144.9501824,0,8.696,14.4090897
ORDA02043,2018-08-26,15:46:28,Lunch,BK,"[('Fries', 4), ('Burger', 6), ('Steak', 9)]",639.0,-37.8049363,144.9757789,0,6.65,14.0624037
ORDX10337,2018-05-16,12:23:39,Lunch,BK,"[('Burger', 2), ('Chicken', 7), ('Fries', 7), ('Steak', 10), ('Salad', 10)]",992.0,-37.8103989,144.9726914,0,6.785,12.5722904
ORDA03234,2018-03-18,10:32:06,Breakfast,BK,"[('Cereal', 6), ('Eggs', 7)]",280.0,-37.8089992,144.972109,0,6.697,13.90776
ORDY01487,2018-12-21,19:39:43,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 5)]",310.0,-37.817873,144.9486698,0,9.036,13.4608635
ORDB00856,2018-06-12,13:24:30,Lunch,TP,"[('Burger', 3), ('Chicken', 1), ('Salad', 2), ('Fries', 2)]",183.4,-37.8156365,144.944461,0,9.908,13.1352287
ORDZ07672,2018-10-01,17:07:36,Dinner,NS,"[('Shrimp', 5), ('Fish&Chips', 1), ('Salmon', 1), ('Pasta', 9)]",593.5,-37.8189,144.9538423,0,9.182,15.005674
ORDZ06187,2018-01-13,08:20:16,Breakfast,NS,"[('Eggs', 7), ('Cereal', 1), ('Pancake', 4), ('Coffee', 10)]",347.0,-37.8215945,144.9456573,1,9.996,4.1545384
ORDZ07786,2018-10-28,17:58:18,Dinner,NS,"[('Fish&Chips', 2), ('Pasta', 4), ('Shrimp', 5)]",450.0,-37.8088724,144.9486259,0,8.808,16.9248528
ORDJ05255,2018-08-10,15:16:03,Lunch,TP,"[('Steak', 2), ('Chicken', 5), ('Burger', 3), ('Salad', 10), ('Fries', 7)]",599.0,-37.7995421,144.9634036,0,9.872,12.9585214
ORDX02156,2018-06-29,13:54:55,Lunch,BK,"[('Fries', 10), ('Chicken', 7), ('Salad', 1), ('Burger', 4), ('Steak', 3)]",620.2,-37.8272523,144.9845107,0,8.097,14.3562135
ORDJ02992,2018-01-03,08:00:00,Breakfast,TP,"[('Pancake', 2), ('Eggs', 1), ('Coffee', 4)]",100.5,-37.8134943,144.9415645,1,9.957,6.2009902
ORDA03536,2018-06-07,13:14:21,Lunch,BK,"[('Chicken', 8), ('Steak', 7), ('Burger', 9), ('Fries', 8)]",946.0,-37.8025296,144.979472,0,6.676,13.0173125
ORDY09281,2018-03-26,10:42:15,Breakfast,TP,"[('Eggs', 1), ('Cereal', 2), ('Pancake', 1)]",88.25,-37.8055759,144.9735968,0,9.511,12.2134582
ORDZ02366,2018-10-23,17:48:10,Dinner,NS,"[('Salmon', 1), ('Fish&Chips', 8), ('Pasta', 8)]",541.0,-37.8197071,144.9706373,0,8.789,15.1540416
ORDX05787,2018-09-02,16:06:45,Dinner,BK,"[('Salmon', 1), ('Fish&Chips', 3), ('Shrimp', 4), ('Pasta', 9)]",609.5,-37.80142,144.9584314,0,8.317,26.107541249999997
ORDX09853,2018-05-17,12:23:39,Lunch,BK,"[('Steak', 10), ('Chicken', 7), ('Salad', 10)]",846.0,-37.8029833,144.9579563,0,8.047,14.2406442
ORDY04003,2018-09-17,16:37:10,Dinner,TP,"[('Pasta', 1), ('Salmon', 7)]",314.5,-37.8195928,145.0084265,0,11.344,14.8751397
ORDB01437,2018-01-28,08:50:42,Breakfast,TP,"[('Pancake', 9), ('Cereal', 5)]",323.25,-37.8170103,144.9610661,0,8.036,12.4073567
ORDX08135,2018-12-12,19:29:34,Dinner,BK,"[('Fish&Chips', 1), ('Pasta', 6), ('Salmon', 8), ('Shrimp', 10)]",1068.0,-37.8203732,144.9574735,0,8.36,15.4329322
ORDX01601,2018-11-05,18:08:27,Dinner,BK,"[('Pasta', 1), ('Shrimp', 2), ('Salmon', 4)]",299.5,-37.8094773,144.9744296,0,6.517,13.5299904
ORDJ01004,2018-05-18,12:33:48,Lunch,TP,"[('Steak', 5), ('Salad', 6), ('Chicken', 8), ('Fries', 4)]",632.2,-37.8009923,144.9566858,0,9.624,12.5686595
ORDI04300,2018-09-06,16:16:54,Dinner,NS,"[('Pasta', 5), ('Shrimp', 9), ('Salmon', 2)]",705.5,-37.8194434,144.9768094,0,8.535,14.918514
ORDJ05115,2018-04-30,11:53:14,Breakfast,TP,"[('Coffee', 4), ('Eggs', 10), ('Pancake', 5)]",371.25,-37.806604,144.9518701,0,9.491,11.6734253
ORDC02391,2018-09-30,16:57:27,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 6)]",445.0,-37.8243652,144.9904656,0,9.634,17.820318
ORDB09318,2018-05-11,12:13:31,Lunch,TP,"[('Steak', 2), ('Chicken', 8), ('Burger', 6), ('Fries', 2)]",556.0,-37.8246959,144.954671,0,8.765,11.9846067
ORDY04500,2018-11-02,18:08:27,Dinner,TP,"[('Salmon', 6), ('Shrimp', 7), ('Fish&Chips', 2)]",694.0,-37.8022149,144.9802886,0,10.337,14.3196194
ORDY07881,2018-04-30,11:53:14,Breakfast,TP,"[('Coffee', 8), ('Pancake', 10)]",302.5,-37.8157316,144.963445,0,7.932,10.4817897
ORDB02709,2018-09-04,16:06:45,Dinner,TP,"[('Salmon', 6), ('Fish&Chips', 3), ('Shrimp', 8), ('Pasta', 7)]",975.5,-37.804923,144.9560278,0,9.395,13.3041392
ORDK10755,2018-12-23,19:49:51,Dinner,BK,"[('Pasta', 3), ('Shrimp', 1), ('Fish&Chips', 8), ('Salmon', 8)]",744.5,-37.8183617,145.0039538,0,4.474,13.5636903
ORDJ08445,2018-05-29,12:54:05,Lunch,TP,"[('Chicken', 6), ('Fries', 8), ('Salad', 7), ('Burger', 2)]",470.4,-37.8138551,144.9788642,0,8.954,12.8850185
ORDI01751,2018-12-12,19:29:34,Dinner,NS,"[('Pasta', 10), ('Fish&Chips', 9), ('Shrimp', 8), ('Salmon', 10)]",1432.0,-37.8033755,144.9829053,0,7.38,13.462691
ORDJ02953,2018-01-06,08:10:08,Breakfast,TP,"[('Pancake', 2), ('Eggs', 6), ('Cereal', 6), ('Coffee', 2)]",321.5,-37.8111224,145.0063192,1,11.579,8.0810392
ORDZ05487,2018-07-28,14:55:46,Lunch,NS,"[('Steak', 1), ('Chicken', 7), ('Burger', 5), ('Fries', 5), ('Salad', 7)]",604.4,-37.8129222,144.9598423,0,8.043,15.3923979
ORDX09655,2018-11-22,18:49:00,Dinner,BK,"[('Shrimp', 5), ('Pasta', 3), ('Fish&Chips', 3)]",457.5,-37.8114012,144.9732163,0,6.797,13.8159854
ORDI09540,2018-02-17,09:31:16,Breakfast,NS,"[('Pancake', 3), ('Cereal', 6), ('Coffee', 3), ('Eggs', 10)]",441.25,-37.8274886,144.987492,0,9.944,17.4946709
ORDY00571,2018-07-19,14:35:29,Lunch,TP,"[('Burger', 3), ('Steak', 9)]",498.0,-37.79938,144.9730048,0,10.231,13.6345794
ORDI08152,2018-07-23,14:45:38,Lunch,NS,"[('Burger', 5), ('Salad', 9), ('Chicken', 10), ('Steak', 8)]",989.8,-37.8249041,145.0086064,0,11.405,16.9544931
ORDX05539,2018-07-20,14:35:29,Lunch,BK,"[('Fries', 6), ('Burger', 5)]",227.0,-37.8190226,144.9540493,0,8.709,14.8688434
ORDY07011,2018-08-19,15:36:20,Lunch,TP,"[('Salad', 9), ('Fries', 6), ('Chicken', 6), ('Steak', 3), ('Burger', 1)]",584.8,-37.8034431,144.9464528,0,10.08,14.5573883
ORDK04865,2018-12-11,19:19:26,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 5)]",275.0,-37.8128962,144.9733495,0,6.887,13.4223853
ORDI03122,2018-06-25,13:44:47,Lunch,NS,"[('Chicken', 2), ('Salad', 2), ('Steak', 3), ('Fries', 9)]",341.4,-37.8241714,144.9839647,0,9.487,14.6994445
ORDK00903,2018-02-13,09:21:07,Breakfast,BK,"[('Eggs', 5), ('Cereal', 3), ('Pancake', 1)]",197.25,-37.8249344,144.9921722,0,6.783,11.6945541
ORDJ04248,2018-08-29,15:56:37,Lunch,TP,"[('Steak', 2), ('Burger', 9), ('Fries', 7)]",453.0,-37.8183744,144.9685475,0,7.931,11.5057344
ORDC04466,2018-09-22,16:47:19,Dinner,NS,"[('Fish&Chips', 9), ('Shrimp', 8)]",747.0,-37.8178879,144.9706971,0,8.237,16.4576807
ORDA08674,2018-07-28,14:55:46,Lunch,BK,"[('Burger', 2), ('Salad', 8), ('Steak', 1), ('Fries', 1)]",256.6,-37.8129222,144.9598423,0,7.883,16.4093796
ORDZ03309,2018-03-14,10:21:58,Breakfast,NS,"[('Eggs', 6), ('Coffee', 8), ('Pancake', 10)]",434.5,-37.8130082,144.9521171,0,8.627,14.0567516
ORDB05115,2018-08-03,15:05:54,Lunch,TP,"[('Chicken', 2), ('Fries', 6)]",136.0,-37.8119227,145.009993,0,11.993,14.6698173
