order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY05737,2018-11-12,18:28:43,Dinner,TP,"[('Salmon', 4), ('Pasta', 5), ('Fish&Chips', 10)]",651.5,37.8175535,144.9591934,0,7.947,12.093763
ORDZ06871,2018-12-09,19:19:26,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 2)]",519.5,-37.8006222,144.9769955,0,6.78,14.5397907
ORDA04513,2018-03-11,10:11:49,Breakfast,BK,"[('Pancake', 2), ('Eggs', 5)]",158.5,-37.8038904,144.9632459,1,7.656,15.2361393
ORDX03781,02-05-2018,12:03:22,Lunch,BK,"[('Chicken', 1), ('Fries', 1), ('Steak', 3), ('Salad', 7), ('Burger', 5)]",454.4,-37.8116618,144.9654703,0,7.397,13.6110557
ORDY02113,2018-05-12,12:13:31,Lunch,TP,"[('Chicken', 10), ('Salad', 3)]",371.6,-37.8006798,144.9577628,1,9.651,14.1882538
ORDC05298,2018-06-27,13:44:47,Lunch,NS,"[('Burger', 8), ('Chicken', 8), ('Fries', 3)]",540.0,-37.8096265,144.9513209,0,8.497,13.6585456
ORDB07700,2018-11-20,18:38:52,Dinner,TP,"[('Fish&Chips', 4), ('Burger', 5), ('Pasta', 10)]",620.0,-37.8190514,144.9466788,0,9.162,12.9596935
ORDJ09933,2018-03-09,10:11:49,Breakfast,TP,"[('Eggs', 7), ('Coffee', 2)]",169.0,-37.8251603,144.9853792,0,9.398,11.1603533
ORDB00136,2018-01-02,08:00:00,Breakfast,TP,"[('Pancake', 1), ('Eggs', 9), ('Cereal', 9)]",411.25,-37.8211813,144.9472961,0,8.992,6.3723585
ORDY02990,2018-02-16,09:31:16,Breakfast,TP,"[('Pancake', 10), ('Eggs', 9), ('Coffee', 7), ('Chicken', 1)]",514.0,-37.8208189,144.9550615,0,8.186,11.2385254
ORDC05581,2018-02-04,09:00:50,Breakfast,NS,"[('Pancake', 6), ('Cereal', 10)]",355.5,-37.819553,144.9601305,1,8.95,16.204877
ORDK06545,2018-12-26,19:49:51,Dinner,BK,"[('Salmon', 3), ('Shrimp', 2), ('Fish&Chips', 6), ('Pasta', 2)]",496.0,-37.8042493,145.0108887,0,4.107,10.8366211
ORDJ05556,2018-09-08,16:16:54,Dinner,TP,"[('Salmon', 7), ('Fish&Chips', 7), ('Shrimp', 7), ('Pasta', 3)]",992.5,-37.8210001,144.9767196,0,7.952,13.9626157
ORDI01974,2018-08-22,15:46:28,Lunch,NS,"[('Fries', 1), ('Steak', 3), ('Chicken', 5)]",307.0,-37.814317,144.9359071,0,10.067,15.2176131
ORDJ03187,2018-09-02,16:06:45,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 4), ('Salmon', 10), ('Pasta', 9)]",959.5,37.8148782,144.9605755,0,8.238,13.8689141
ORDB07112,2018-03-11,10:11:49,Dinner,TP,"[('Pancake', 8), ('Eggs', 9), ('Cereal', 7)]",539.0,-37.8115093,144.9357958,0,10.699,14.8339618
ORDK04469,2018-02-23,09:41:24,Breakfast,BK,"[('Eggs', 6), ('Cereal', 5), ('Coffee', 6), ('Pancake', 9)]",500.25,-37.8017383,144.9311332,0,10.614,15.4265666
ORDJ01726,2018-02-09,09:10:59,Breakfast,TP,"[('Cereal', 5), ('Coffee', 3)]",250.5,-37.8128817,144.9679693,0,8.417,11.2461838
ORDI08278,2018-05-24,12:43:56,Lunch,NS,"[('Salad', 6), ('Fries', 3), ('Burger', 10)]",449.2,37.8255311,144.9516784,0,10.151,15.5186966
ORDY01009,2018-12-03,19:09:17,Dinner,TP,"[('Pasta', 6), ('Salmon', 8), ('Fish&Chips', 7)]",738.0,-37.8175175,144.9591768,0,7.952,12.5337698
ORDY05304,2018-05-12,12:13:31,Lunch,TP,"[('Steak', 4), ('Salad', 2), ('Burger', 1), ('Fries', 2), ('Chicken', 10)]",589.4,-37.8032648,144.9650599,0,9.472,14.3454129
ORDZ05602,2018-09-16,16:27:02,Breakfast,NS,"[('Salmon', 3), ('Shrimp', 2), ('Fish&Chips', 8)]",511.0,-37.8044289,144.9647406,0,6.942,14.837604
ORDC08406,2018-05-27,12:43:56,Lunch,NS,"[('Steak', 10), ('Fries', 10), ('Chicken', 3)]",334.25,-37.8253,144.9366512,0,11.033,19.1027034
ORDJ03210,2018-01-15,08:20:16,Breakfast,TP,"[('Cereal', 1), ('Pancake', 3), ('Coffee', 10)]",168.75,-37.8180705,144.94879,1,9.051,6.0483627
ORDK01864,2018-11-04,18:08:27,Dinner,BK,"[('Shrimp', 10), ('Fish&Chips', 9), ('Salmon', 3)]",978.0,-37.8186594,144.9532311,0,8.826,18.8008281
ORDK10019,2018-06-28,13:54:55,Lunch,BK,"[('Steak', 5), ('Fries', 4), ('Burger', 4), ('Salad', 4), ('Chicken', 10)]",785.8,-37.8081254,144.9867964,0,5.607,11.0644644
ORDY01722,2018-07-07,14:15:12,Lunch,TP,"[('Burger', 1), ('Chicken', 6), ('Salad', 4), ('Steak', 7), ('Fries', 9)]",714.8,-37.8058839,144.9372744,0,10.569,15.4687507
ORDZ08169,2018-10-06,17:17:44,Dinner,NS,"[('Shrimp', 10), ('Pasta', 6), ('Fish&Chips', 3), ('Salmon', 1)]",851.0,-37.8185268,144.9701227,1,8.43,16.3563369
ORDC02718,2018-07-10,14:15:12,Lunch,NS,"[('Fries', 10), ('Steak', 6), ('Burger', 9), ('Salad', 5), ('Chicken', 3)]",851.0,37.8246995,144.9847221,0,9.488,14.9831171
ORDA10730,2018-01-08,08:10:08,Breakfast,BK,"[('Coffee', 9), ('Cereal', 8)]",235.5,37.8160049,144.9395219,1,9.826,7.8417474
ORDB00097,2018-03-05,10:01:41,Lunch,TP,"[('Coffee', 3), ('Pancake', 6)]",168.0,-37.8100727,144.9762159,0,9.256,11.7900646
ORDB05000,2018-12-19,19:39:43,Dinner,ns,"[('Shrimp', 1), ('Pasta', 5)]",191.5,-37.8149849,144.9275901,0,11.796,15.4562517
ORDJ00925,2018-01-14,08:20:16,Breakfast,TP,"[('Coffee', 9), ('Pancake', 1), ('Cereal', 8), ('Eggs', 8)]",435.75,-37.8192255,144.9880473,1,9.43,6.920256
ORDJ01990,2018-08-15,15:26:11,Lunch,TP,"[('Burger', 9), ('Fries', 2), ('Steak', 10), ('Pancake', 5), ('Salad', 7)]",1033.4,-37.8084027,144.9758271,0,9.201,12.4868646
ORDJ08147,2018-08-30,15:56:37,Breakfast,TP,"[('Chicken', 2), ('Steak', 7), ('Fries', 4), ('Salad', 7)]",547.4,-37.8104922,144.9432276,0,11.081,14.7401849
ORDZ01852,2018-01-29,08:50:42,Breakfast,NS,"[('Cereal', 6), ('Coffee', 3), ('Pancake', 7), ('Eggs', 8)]",494.25,-37.8049956,144.9676366,0,10.569,11.9480263
ORDY03195,2018-12-18,19:39:43,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 2)]",160.0,-37.8094828,144.9488175,0,7.333,13.4546651
ORDC01896,2018-09-30,16:57:27,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 1), ('Salmon', 10), ('Shrimp', 5)]",256.5,-37.7990458,144.9783525,0,6.985,15.1600814
ORDY10294,2018-05-31,12:54:05,Lunch,tp,"[('Steak', 6), ('Salad', 6), ('Burger', 10), ('Fries', 6)]",755.2,-37.8223004,144.9557533,0,8.111,11.9692259
ORDB04119,2018-11-18,18:38:52,Lunch,TP,"[('Pasta', 10), ('Fish&Chips', 5), ('Shrimp', 5)]",720.0,-37.8178086,145.0082791,0,11.463,16.9246889
ORDB02316,2018-01-13,08:20:16,Breakfast,ns,"[('Eggs', 7), ('Pancake', 8)]",348.0,-37.821389,144.9450712,1,9.168,7.3987127
ORDY09642,2018-09-01,16:06:45,Dinner,TP,"[('Salmon', 4), ('Fish&Chips', 3), ('Pasta', 1), ('Shrimp', 3)]",458.5,-37.8150115,144.9601599,0,8.274,14.5447941
ORDB09448,2018-11-24,18:49:00,Dinner,TP,"[('Pasta', 7), ('Salmon', 2)]",274.5,-37.8088153,144.982787,1,9.699,15.4446405
ORDY05681,02-12-2018,19:09:17,Dinner,TP,"[('Pasta', 6), ('Shrimp', 2), ('Fish&Chips', 10), ('Salmon', 5)]",828.0,-37.8212268,144.9885721,0,9.467,14.9395093
ORDI02770,2018-01-13,08:20:16,Breakfast,NS,"[('Cereal', 8), ('Coffee', 9), ('Eggs', 4), ('Pancake', 2)]",372.0,-37.8015158,144.9478034,1,8.303,7.38192
ORDB04551,2018-11-22,18:49:00,Dinner,TP,"[('Shrimp', 5), ('Salmon', 10), ('Fish&Chips', 10)]",1030.0,-37.811226,144.9731407,0,8.871,13.2058516
ORDC04791,2018-30-01,08:50:42,Breakfast,NS,"[('Coffee', 6), ('Pancake', 5), ('Cereal', 6)]",292.25,-37.8068807,144.974953,0,7.102,11.598822
ORDX09273,2018-01-14,08:20:16,Breakfast,BK,"[('Cereal', 10), ('Coffee', 5)]",247.5,37.8025669,144.9456683,1,9.083,8.2131581
ORDY00254,2018-13-12,19:29:34,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 6), ('Shrimp', 1), ('Salmon', 5)]",579.0,-37.8150414,144.9917019,0,10.095,13.8969019
ORDX02917,2018-04-09,11:12:40,Breakfast,BK,"[('Cereal', 5), ('Burger', 1)]",112.5,-37.8142051,144.950205,0,10.287,15.3787411
ORDC01956,2018-10-08,17:17:44,Lunch,NS,"[('Fish&Chips', 1), ('Salmon', 8), ('Pasta', 1)]",390.5,-37.8027672,144.9660805,0,6.695,12.8317796
ORDA08883,2018-02-20,09:41:24,Breakfast,BK,"[('Eggs', 9), ('Cereal', 1), ('Fish&Chips', 8)]",279.0,-37.8150469,144.9951377,0,4.993,10.173414
ORDX01650,2018-05-14,12:23:39,Lunch,BK,"[('Salad', 10), ('Steak', 8), ('Chicken', 2), ('Fries', 8)]",692.0,-37.8258376,144.9331944,0,12.131,18.4229239
ORDA07043,2018-05-24,12:43:56,Lunch,BK,"[('Steak', 5), ('Shrimp', 6), ('Chicken', 4)]",425.0,-37.8229273,144.9808521,0,6.982,13.3743663
ORDA03407,2018-10-15,17:27:53,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 2), ('Salmon', 9)]",466.5,-37.8110847,144.9926428,0,12.838,11.8957622
ORDI09878,2018-08-17,15:26:11,Lunch,NS,"[('Salad', 9), ('Steak', 2), ('Fries', 6)]",978.0,-37.8055111,144.9984334,0,8.945,14.8197478
ORDK03332,2018-06-25,13:44:47,Lunch,BK,"[('Fries', 3), ('Burger', 8)]",959.5,-37.8247212,144.9828449,0,7.081,12.9079285
ORDJ03979,2018-12-05,19:09:17,Dinner,TP,"[('Shrimp', 6), ('Salmon', 9), ('Pasta', 8)]",913.0,-37.8188994,144.9549157,0,9.084,12.4459844
ORDZ08524,2018-11-06,18:18:35,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 9), ('Shrimp', 8)]",1034.0,-37.8104752,144.9612727,0,7.677,13.1602736
ORDX10623,2018-10-19,17:38:01,Dinner,BK,"[('Shrimp', 2), ('Pasta', 3)]",190.5,-37.7999316,145.0025207,0,5.082,11.9676113
ORDB02712,2018-17-11,18:38:52,Dinner,TP,"[('Shrimp', 6), ('Fish&Chips', 1)]",359.0,-37.8019749,144.9661071,0,9.684,15.2932498
ORDY02368,2018-02-10,09:21:07,Breakfast,TP,"[('Coffee', 5), ('Cereal', 9), ('Eggs', 10)]",446.5,-37.8088313,144.9664485,1,8.869,12.6088782
ORDZ10226,2018-03-20,10:32:06,Breakfast,NS,"[('Eggs', 3), ('Pancake', 9), ('Coffee', 8), ('Cereal', 3)]",407.25,-37.8098569,144.958443,0,7.949,12.8398359
ORDY01181,2018-11-29,18:59:09,Dinner,TP,"[('Cereal', 3), ('Salmon', 9), ('Pasta', 5), ('Fish&Chips', 4)]",808.5,-37.8088956,144.9577571,0,8.944,12.5836283
ORDX05201,2018-02-18,09:31:16,Lunch,BK,"[('Cereal', 2), ('Pancake', 7), ('Coffee', 1), ('Eggs', 7)]",373.25,-37.8049506,144.9275568,0,10.742,18.5585144
ORDZ04897,2018-09-07,16:16:54,Dinner,NS,"[('Fish&Chips', 6), ('Salmon', 3), ('Pasta', 4)]",443.0,-37.8204943,144.9771843,0,8.851,14.9350926
ORDJ10178,2018-09-04,16:06:45,Dinner,TP,"[('Pasta', 9), ('Salmon', 5)]",452.5,-37.8009513,144.9523112,0,9.997,13.8776434
ORDX04802,2018-09-08,16:16:54,Dinner,BK,"[('Pasta', 4), ('Salmon', 2)]",192.0,-37.8096335,144.9382814,0,10.337,19.5205716
ORDJ07559,2018-08-28,15:56:37,Lunch,ns,"[('Salad', 5), ('Chicken', 3), ('Fries', 3), ('Burger', 1), ('Steak', 8)]",609.0,-37.8141649,144.9497383,0,10.414,13.7240101
ORDC00651,2018-04-17,11:22:49,Dinner,NS,"[('Pancake', 5), ('Eggs', 6)]",253.25,-37.8124133,144.9622451,0,7.87,12.719772
ORDJ08236,2018-07-21,14:35:29,Lunch,TP,"[('Chicken', 10), ('Burger', 3)]",413.0,37.8212383,145.011546,0,11.924,16.181692
ORDI09230,2018-04-24,11:43:05,Lunch,NS,"[('Coffee', 2), ('Pancake', 7), ('Cereal', 1), ('Eggs', 5)]",315.75,-37.8188014,144.9531468,0,9.245,14.9675018
ORDA08207,2018-05-02,12:03:22,Lunch,BK,"[('Salad', 2), ('Fries', 2), ('Chicken', 4)]",186.4,-37.8061975,144.9593752,0,7.757,13.4576894
ORDB01861,2018-05-01,11:53:14,Breakfast,TP,"[('Eggs', 7), ('Pancake', 3), ('Coffee', 4)]",256.75,-37.8095319,144.9490073,0,11.2,12.1605458
ORDY03838,2018-12-26,19:49:51,Dinner,TP,"[('Fish&Chips', 5), ('Pasta', 8), ('Salmon', 5), ('Shrimp', 5)]",870.0,-37.8017321,144.9576151,0,9.51,13.6189011
ORDK07731,2018-12-23,19:49:51,Dinner,BK,"[('Fish&Chips', 10), ('Salmon', 10), ('Pasta', 3)]",842.5,37.8089368,144.9551087,0,8.295,17.9909608
ORDX05116,2018-10-14,17:27:53,Dinner,BK,"[('Shrimp', 3), ('Pasta', 2), ('Salmon', 4), ('Fish&Chips', 8)]",661.0,-37.8154662,144.9916158,0,5.319,14.2503421
ORDX08102,2018-10-12,17:27:53,Dinner,BK,"[('Shrimp', 4), ('Pasta', 2), ('Salmon', 6)]",517.0,-37.8088649,144.9451412,0,8.033,16.2276853
ORDK09661,2018-06-09,13:14:21,Lunch,BK,"[('Burger', 1), ('Chicken', 2), ('Fries', 5)]",431.5,-37.8043758,145.0136079,0,4.457,12.9923152
ORDX02165,2018-05-03,12:03:22,Lunch,BK,"[('Fries', 10), ('Salad', 8), ('Burger', 1), ('Chicken', 8), ('Steak', 1)]",589.6,-37.8011989,144.9894195,0,5.939,11.6604807
ORDI02437,2018-12-12,19:29:34,Dinner,ns,"[('Salmon', 5), ('Pasta', 4), ('Fish&Chips', 6), ('Shrimp', 2)]",633.0,-37.8152039,144.9367257,0,9.939,16.1480875
ORDY06833,2018-01-20,08:30:25,Breakfast,TP,"[('Eggs', 3), ('Cereal', 9)]",255.0,-37.8063494,144.9590321,0,9.005,13.228758
ORDB03797,2018-08-30,15:56:37,Lunch,TP,"[('Chicken', 8), ('Steak', 3), ('Salad', 7)]",778.4,-37.8217001,144.9629449,0,7.409,11.3842408
ORDK02834,2018-25-10,17:48:10,Dinner,BK,"[('Salmon', 2), ('Pasta', 8)]",302.0,-37.8099266,144.9945944,0,4.615,11.3648248
ORDX00367,2018-04-16,11:22:49,Breakfast,BK,"[('Cereal', 9), ('Eggs', 9), ('Coffee', 7)]",439.5,37.8115745,144.9642719,0,7.464,12.1747102
ORDB06499,2018-05-23,12:43:56,Lunch,TP,"[('Chicken', 7), ('Burger', 9)]",503.0,-37.8139879,144.9897168,0,9.973,13.3059643
ORDC09492,2018-07-01,13:54:55,Lunch,ns,"[('Fries', 5), ('Steak', 5)]",285.0,-37.8114702,144.9648342,0,7.601,15.0646889
ORDI10955,2018-12-24,19:49:51,Dinner,NS,"[('Salmon', 10), ('Shrimp', 9), ('Fish&Chips', 5)]",1071.0,-37.8185493,145.0032351,0,10.446,16.8018727
ORDX10974,09-01-2018,08:10:08,Breakfast,BK,"[('Coffee', 8), ('Cereal', 9), ('Pancake', 4), ('Eggs', 2)]",390.0,-37.8111151,144.9664363,1,7.269,6.0708855
ORDB07058,2018-08-21,15:36:20,Lunch,TP,"[('Steak', 6), ('Chicken', 6), ('Fries', 3), ('Burger', 5), ('Salad', 7)]",773.4,37.8016737,144.9799337,0,10.218,12.9139981
ORDC00858,2018-01-29,08:50:42,Breakfast,NS,"[('Pancake', 10), ('Coffee', 9), ('Eggs', 8), ('Cereal', 1)]",507.0,-37.7999748,144.9746449,1,6.545,11.5535744
ORDX02443,2018-04-03,11:02:32,Breakfast,BK,"[('Cereal', 3), ('Pancake', 6), ('Coffee', 6), ('Eggs', 8)]",429.5,-37.8118976,144.9866869,0,9.169,9.9706749
ORDJ09226,2018-07-14,14:25:21,Lunch,TP,"[('Fries', 4), ('Chicken', 5)]",208.0,-37.8186836,144.9996685,0,10.561,15.1968591
ORDZ09502,2018-09-27,16:57:27,Breakfast,NS,"[('Pasta', 3), ('Fish&Chips', 4)]",222.5,-37.8016383,144.9690525,0,6.289,11.768618
ORDC06716,2018-04-30,11:53:14,Lunch,NS,"[('Eggs', 4), ('Pancake', 1), ('Coffee', 8), ('Cereal', 1)]",193.25,-37.8193052,144.9517384,0,9.385,14.8740121
ORDI07504,2018-08-07,15:16:03,Lunch,NS,"[('Fries', 7), ('Burger', 9), ('Chicken', 6)]",555.0,-37.812384,144.9539514,0,8.342,14.0800778
ORDI07490,2018-07-09,14:15:12,Lunch,NS,"[('Chicken', 4), ('Salad', 4), ('Steak', 1), ('Burger', 5), ('Fries', 2)]",420.8,-37.8206475,144.9539668,0,9.448,15.2132701
ORDJ01544,2018-08-19,15:36:20,Lunch,TP,"[('Steak', 3), ('Chicken', 5), ('Burger', 8), ('Salad', 8), ('Fries', 2)]",704.6,-37.802755,144.9473571,1,10.102,14.6458301
ORDY06706,2018-04-08,11:12:40,Breakfast,TP,"[('Eggs', 3), ('Cereal', 4), ('Pancake', 6)]",295.5,37.8094036,144.9646217,0,8.719,13.0542028
ORDI06446,02-07-2018,13:54:55,Lunch,NS,"[('Burger', 7), ('Salad', 7), ('Chicken', 4)]",465.4,-37.8085697,144.9549464,0,8.153,13.8673634
ORDX01579,2018-11-29,18:59:09,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 3), ('Salmon', 9)]",636.0,-37.8172637,145.0060773,0,4.175,10.7174437
ORDA06904,2018-08-28,15:56:37,Lunch,BK,"[('Steak', 1), ('Chicken', 10)]",365.0,-37.7984572,144.9796105,1,6.97,13.1531166
ORDB06540,2018-05-09,12:13:31,Lunch,TP,"[('Burger', 2), ('Salad', 7), ('Steak', 3)]",317.4,-37.8021489,144.9892151,0,10.814,14.198382
ORDA02292,2018-02-01,09:00:50,Breakfast,BK,"[('Cereal', 1), ('Pancake', 6), ('Eggs', 5), ('Coffee', 8)]",292.25,-37.8059885,144.9570839,0,7.962,12.4278978
ORDJ05473,2018-09-15,16:27:02,Dinner,TP,"[('Pasta', 3), ('Salmon', 7), ('Shrimp', 8)]",801.5,-37.814108,144.972422,0,8.554,14.4837335
ORDJ03030,2018-01-11,08:20:16,Breakfast,TP,"[('Pancake', 5), ('Cereal', 4), ('Chicken', 6)]",250.25,-37.7993218,144.9838369,1,10.838,6.6312914
ORDY02398,2018-03-30,10:52:23,Breakfast,NS,"[('Cereal', 8), ('Eggs', 6)]",300.0,-37.8142756,144.9631661,0,8.016,10.9449584
ORDI01688,2018-03-02,09:51:32,Breakfast,NS,"[('Eggs', 1), ('Coffee', 7), ('Cereal', 9)]",263.5,-37.817893,144.9900038,0,9.277,14.1393051
ORDB03562,2018-05-14,12:23:39,Lunch,TP,"[('Steak', 3), ('Fries', 6)]",207.0,-37.8006458,145.0059127,0,12.427,15.0595237
ORDB07701,2018-04-04,11:02:32,Breakfast,TP,"[('Pancake', 5), ('Coffee', 1), ('Eggs', 4)]",216.75,-37.8166521,144.9504549,0,9.169,12.3239935
ORDZ10032,2018-03-25,10:42:15,Breakfast,NS,"[('Eggs', 8), ('Coffee', 2), ('Pancake', 5)]",312.25,-37.8123779,144.9736766,0,7.571,15.121254
ORDY01988,2018-05-30,12:54:05,Lunch,TP,"[('Burger', 8), ('Salad', 4), ('Chicken', 9), ('Steak', 3)]",739.8,-37.8187758,144.9700762,0,7.81,11.2987091
ORDA04206,2018-02-26,09:51:32,Breakfast,BK,"[('Pancake', 7), ('Pasta', 5), ('Cereal', 4), ('Eggs', 5)]",401.25,-37.8094296,144.9637378,0,7.399,12.3429202
ORDC08560,2018-09-16,16:37:10,Dinner,NS,"[('Pasta', 8), ('Shrimp', 1), ('Fish&Chips', 2), ('Salmon', 3)]",467.0,-37.8038875,144.9810214,0,7.3,15.2927311
ORDY07103,2018-07-22,14:35:29,Lunch,TP,"[('Fries', 9), ('Salad', 8), ('Steak', 8), ('Chicken', 7), ('Burger', 1)]",860.6,37.8141606,144.9536713,0,8.756,13.8679464
ORDJ08839,2018-08-13,15:26:11,Lunch,TP,"[('Chicken', 8), ('Steak', 7), ('Salad', 2)]",605.4,-37.8133795,144.9647797,0,8.206,11.800326
ORDA07348,2018-08-13,15:26:11,Lunch,BK,"[('Fries', 4), ('Salad', 4), ('Steak', 5)]",341.8,-37.8242602,144.9700627,0,8.042,13.7122382
ORDY05364,2018-02-04,09:00:50,Breakfast,TP,"[('Cereal', 1), ('Coffee', 7), ('Pancake', 1), ('Eggs', 5)]",207.75,-37.8186837,144.9427816,0,9.568,13.4868469
ORDA07329,2018-08-03,15:05:54,Lunch,BK,"[('Steak', 4), ('Pasta', 6)]",283.2,-37.8127759,144.9483624,0,10.338,17.0702216
ORDX00116,07-09-2018,16:16:54,Dinner,BK,"[('Fish&Chips', 3), ('Shrimp', 3), ('Salmon', 4)]",431.0,-37.8203394,144.9773837,0,7.125,13.8030677
